Company,Designation,Skills,Achievements,Status
Infosys,Software Engineer,"Algorithms, Git, C#, Java, Python, CI/CD, Agile",Reduced application crash rate by 11.3% | Optimized core service latency by 249ms,Accepted
Salesforce,Data Scientist,"Data Visualization, Leadership, Statistics, Python, Machine Learning, Scalability, Java","Reduced data processing time by 14.1% | Designed A/B test for product feature, resulting in 10.6% conversion increase",Accepted
Salesforce,Software Engineer,"C#, Algorithms, Git, Leadership, Python, Java, Communication, Data Structures",Optimized core service latency by 57ms | Led a team of 4 developers on a key project,Rejected
Salesforce,Software Engineer,"Data Structures, Python, SQL, C#, Communication, Java",Optimized core service latency by 50ms | Reduced application crash rate by 7.1%,Rejected
Microsoft,Cloud Architect,"SQL, Kubernetes, Azure, C#, Scalability","Improved infrastructure deployment speed by 2.3% | Designed a highly available, multi-region architecture for 2M users",Rejected
Salesforce,Data Scientist,"Agile, C#, Statistics, Scalability, AWS, Machine Learning","Designed A/B test for product feature, resulting in 4.4% conversion increase | Improved model accuracy by 2.3%",Rejected
Salesforce,Cloud Architect,"Leadership, AWS, SQL, Communication, Machine Learning, Network Security",Improved infrastructure deployment speed by 15.8%,Accepted
Infosys,DevOps Engineer,"Leadership, Kubernetes, CI/CD, Communication, Linux, Scalability, Agile","Automated 20 infrastructure tasks, saving 5 team-hours per week",Rejected
Salesforce,Software Engineer,"CI/CD, C#, Algorithms, SQL, Communication, Git, Leadership",Reduced application crash rate by 7.3% | Optimized core service latency by 57ms,Rejected
Google,Product Manager,"Jira, Machine Learning, Agile, Scalability, AWS, Roadmapping",Increased user retention by 14.9% through key feature roll-out,Accepted
Infosys,Data Scientist,"Scalability, Agile, Communication, Leadership, Machine Learning",Reduced data processing time by 4.5%,Rejected
Infosys,DevOps Engineer,"Java, Python, AWS, Kubernetes, Linux, Terraform","Implemented CI/CD pipeline, reducing deployment time from 2 hours to 65 minutes",Rejected
Infosys,DevOps Engineer,"Java, Monitoring, Linux, Machine Learning, SQL, Agile, Kubernetes","Automated 19 infrastructure tasks, saving 4 team-hours per week",Rejected
Amazon,Data Scientist,"TensorFlow, Python, Machine Learning, Data Visualization, SQL, Agile, Leadership","Designed A/B test for product feature, resulting in 2.3% conversion increase",Rejected
Google,Data Scientist,"Data Visualization, R, Leadership, TensorFlow, Statistics",Improved model accuracy by 5.3%,Rejected
Infosys,Software Engineer,"Java, Communication, C#, Git, Agile, SQL, Python, Algorithms",Reduced application crash rate by 24.3%,Accepted
Infosys,Product Manager,"Scalability, SQL, Java, AWS, Communication, Agile, Jira","Launched new product feature, generating $0.39M in Q1 revenue | Defined 1-year product roadmap, securing $0.25M in budget",Rejected
Salesforce,Software Engineer,"Python, CI/CD, Git, Algorithms, Communication, Java, Data Structures",Led a team of 8 developers on a key project,Accepted
Microsoft,DevOps Engineer,"CI/CD, Communication, Linux, Terraform, Agile","Automated 12 infrastructure tasks, saving 24 team-hours per week",Accepted
Infosys,Software Engineer,"Communication, Agile, Git, C#, Data Structures, Python, Leadership",Led a team of 17 developers on a key project,Accepted
Salesforce,DevOps Engineer,"Kubernetes, C#, SQL, CI/CD, Terraform, Python, Machine Learning","Improved system uptime to 4.7% | Implemented CI/CD pipeline, reducing deployment time from 4 hours to 66 minutes",Rejected
Amazon,DevOps Engineer,"Linux, CI/CD, Kubernetes, AWS, Leadership, Docker, Scalability, Python","Automated 7 infrastructure tasks, saving 4 team-hours per week | Implemented CI/CD pipeline, reducing deployment time from 3 hours to 116 minutes",Rejected
Google,Software Engineer,"CI/CD, Git, Leadership, C#, Machine Learning",Led a team of 5 developers on a key project,Accepted
Amazon,Product Manager,"Agile, SQL, Jira, Roadmapping, Market Analysis, UX/UI Principles, Communication","Increased user retention by 17.2% through key feature roll-out | Launched new product feature, generating $0.55M in Q1 revenue",Accepted
Salesforce,Software Engineer,"Data Structures, Python, Algorithms, SQL, Leadership, CI/CD, C#",Led a team of 18 developers on a key project,Accepted
Infosys,Data Scientist,"Data Visualization, AWS, Java, Statistics, Communication, Python, Machine Learning, SQL",Reduced data processing time by 12.5%,Accepted
Microsoft,Cloud Architect,"SQL, AWS, Python, Agile, C#, Scalability, Communication, Network Security","Designed a highly available, multi-region architecture for 13M users",Accepted
Salesforce,DevOps Engineer,"Java, Python, Leadership, Kubernetes, Communication","Automated 15 infrastructure tasks, saving 2 team-hours per week | Implemented CI/CD pipeline, reducing deployment time from 3 hours to 99 minutes",Rejected
Amazon,Product Manager,"SQL, AWS, Scalability, Agile, Jira",Increased user retention by 7.0% through key feature roll-out,Rejected
Salesforce,DevOps Engineer,"Leadership, Docker, Terraform, Python, Agile","Implemented CI/CD pipeline, reducing deployment time from 3 hours to 112 minutes",Rejected
Google,Product Manager,"AWS, Leadership, Communication, Roadmapping, Market Analysis, UX/UI Principles","Launched new product feature, generating $0.19M in Q1 revenue | Increased user retention by 4.0% through key feature roll-out",Rejected
Amazon,Software Engineer,"AWS, Java, SQL, Data Structures, Scalability",Led a team of 4 developers on a key project,Rejected
Microsoft,Data Scientist,"TensorFlow, Data Visualization, Scalability, Machine Learning, Statistics, Java, R","Designed A/B test for product feature, resulting in 12.3% conversion increase | Improved model accuracy by 14.1%",Accepted
Salesforce,Software Engineer,"Java, Python, SQL, Agile, Data Structures",Optimized core service latency by 385ms | Reduced application crash rate by 12.3%,Accepted
Microsoft,Product Manager,"C#, Market Analysis, Communication, Agile, UX/UI Principles, Roadmapping, Jira",Increased user retention by 11.2% through key feature roll-out,Accepted
Google,Cloud Architect,"Kubernetes, Agile, Machine Learning, Scalability, Network Security, Azure, SQL, Java","Designed a highly available, multi-region architecture for 20M users | Migrated legacy system to cloud, reducing operational cost by 14.9%",Accepted
Salesforce,Product Manager,"Roadmapping, Agile, Python, Market Analysis, Communication","Launched new product feature, generating $2.24M in Q1 revenue | Defined 1-year product roadmap, securing $0.82M in budget",Accepted
Infosys,DevOps Engineer,"Python, Kubernetes, CI/CD, Linux, Java, Docker, Terraform, Monitoring","Implemented CI/CD pipeline, reducing deployment time from 1 hours to 20 minutes | Improved system uptime to 15.4%",Accepted
Google,DevOps Engineer,"Communication, CI/CD, Python, Terraform, AWS, Kubernetes","Improved system uptime to 18.8% | Implemented CI/CD pipeline, reducing deployment time from 3 hours to 49 minutes",Accepted
Salesforce,DevOps Engineer,"Kubernetes, Monitoring, Docker, Python, Communication, SQL, Terraform","Implemented CI/CD pipeline, reducing deployment time from 1 hours to 34 minutes | Automated 7 infrastructure tasks, saving 11 team-hours per week",Accepted
Google,Cloud Architect,"Scalability, Terraform, Azure, SQL, Communication, AWS, Network Security, Machine Learning",Improved infrastructure deployment speed by 5.2%,Rejected
Infosys,Product Manager,"Agile, Jira, Communication, Python, Market Analysis",Increased user retention by 6.2% through key feature roll-out,Rejected
Amazon,Data Scientist,"AWS, Scalability, Python, Machine Learning, TensorFlow, Agile",Reduced data processing time by 12.7%,Accepted
Infosys,Cloud Architect,"Kubernetes, Leadership, Azure, C#, Machine Learning, Scalability, Agile","Migrated legacy system to cloud, reducing operational cost by 20.2%",Accepted
Microsoft,Data Scientist,"TensorFlow, R, Agile, Statistics, Java, Leadership","Designed A/B test for product feature, resulting in 5.2% conversion increase | Reduced data processing time by 3.4%",Rejected
Salesforce,Product Manager,"Agile, Python, Market Analysis, Machine Learning, Communication","Defined 1-year product roadmap, securing $1.4M in budget | Increased user retention by 12.7% through key feature roll-out",Accepted
Infosys,Software Engineer,"C#, Python, Algorithms, SQL, Git, CI/CD",Optimized core service latency by 372ms | Led a team of 5 developers on a key project,Accepted
Infosys,Software Engineer,"Scalability, Python, CI/CD, Agile, Java, C#, Communication",Led a team of 4 developers on a key project,Rejected
Infosys,Product Manager,"UX/UI Principles, Java, Jira, Roadmapping, Agile, Market Analysis, Communication","Defined 1-year product roadmap, securing $0.33M in budget | Launched new product feature, generating $0.14M in Q1 revenue",Rejected
Amazon,Cloud Architect,"Azure, Terraform, Machine Learning, Leadership, Python","Designed a highly available, multi-region architecture for 3M users",Rejected
Amazon,Product Manager,"AWS, Scalability, Roadmapping, Java, SQL, Market Analysis, UX/UI Principles","Increased user retention by 2.8% through key feature roll-out | Launched new product feature, generating $0.38M in Q1 revenue",Rejected
Amazon,Data Scientist,"Python, Machine Learning, AWS, Leadership, R, Statistics","Reduced data processing time by 6.7% | Designed A/B test for product feature, resulting in 6.5% conversion increase",Rejected
Google,Data Scientist,"Leadership, R, SQL, TensorFlow, Statistics, AWS, Machine Learning, Python",Improved model accuracy by 12.5%,Accepted
Google,Cloud Architect,"Terraform, Network Security, Python, Kubernetes, AWS, Azure","Migrated legacy system to cloud, reducing operational cost by 13.4% | Improved infrastructure deployment speed by 17.1%",Accepted
Microsoft,DevOps Engineer,"Kubernetes, Linux, SQL, Java, C#, Docker, CI/CD","Automated 17 infrastructure tasks, saving 14 team-hours per week",Accepted
Google,Data Scientist,"SQL, R, Python, Statistics, Java","Designed A/B test for product feature, resulting in 14.6% conversion increase",Accepted
Amazon,Cloud Architect,"Communication, Network Security, Leadership, C#, AWS, Python, Machine Learning, Kubernetes","Migrated legacy system to cloud, reducing operational cost by 13.7%",Accepted
Microsoft,Product Manager,"UX/UI Principles, Market Analysis, Agile, SQL, Jira, Machine Learning, Roadmapping","Launched new product feature, generating $2.93M in Q1 revenue | Defined 1-year product roadmap, securing $0.7M in budget",Accepted
Microsoft,DevOps Engineer,"Terraform, Java, Python, Agile, CI/CD, Kubernetes","Automated 13 infrastructure tasks, saving 12 team-hours per week",Accepted
Google,Software Engineer,"C#, Python, Leadership, Scalability, Communication, SQL, Machine Learning",Optimized core service latency by 313ms,Accepted
Microsoft,Cloud Architect,"Machine Learning, AWS, SQL, Agile, Network Security","Migrated legacy system to cloud, reducing operational cost by 4.6% | Designed a highly available, multi-region architecture for 4M users",Rejected
Amazon,Product Manager,"UX/UI Principles, AWS, Machine Learning, Roadmapping, Communication, Python",Increased user retention by 5.5% through key feature roll-out,Rejected
Microsoft,DevOps Engineer,"Kubernetes, Linux, Communication, Monitoring, AWS, Terraform","Automated 16 infrastructure tasks, saving 5 team-hours per week",Rejected
Amazon,Data Scientist,"Agile, SQL, TensorFlow, Machine Learning, R, Statistics, AWS, Data Visualization",Reduced data processing time by 3.9% | Improved model accuracy by 7.7%,Rejected
Salesforce,Data Scientist,"SQL, R, Machine Learning, TensorFlow, Python, Statistics","Reduced data processing time by 6.2% | Designed A/B test for product feature, resulting in 7.7% conversion increase",Rejected
Microsoft,Cloud Architect,"AWS, Machine Learning, Terraform, Azure, Network Security, Java, Leadership",Improved infrastructure deployment speed by 3.5%,Rejected
Amazon,Cloud Architect,"Kubernetes, Communication, Scalability, SQL, Agile, Terraform, Python, AWS","Improved infrastructure deployment speed by 19.2% | Designed a highly available, multi-region architecture for 17M users",Accepted
Google,Product Manager,"Scalability, Roadmapping, Jira, Machine Learning, AWS","Launched new product feature, generating $0.92M in Q1 revenue",Accepted
Infosys,Cloud Architect,"Leadership, Python, Network Security, AWS, Kubernetes, Azure","Designed a highly available, multi-region architecture for 15M users | Improved infrastructure deployment speed by 18.2%",Accepted
Amazon,Cloud Architect,"Terraform, Scalability, Azure, Network Security, AWS, Java, Kubernetes",Improved infrastructure deployment speed by 18.6%,Accepted
Amazon,Product Manager,"Roadmapping, Python, Scalability, SQL, AWS","Defined 1-year product roadmap, securing $2.64M in budget",Accepted
Amazon,Cloud Architect,"Scalability, Communication, SQL, Kubernetes, Python, Network Security, AWS, C#","Migrated legacy system to cloud, reducing operational cost by 6.3%",Rejected
